person_nid,person_title,person_round,person_house,country_nid,country_title,person_firstname,person_lastname,person_firstname_local,person_lastname_local,person_bday,person_gender,person_born_abroad,person_birthplace,person_birthcountry,person_marital_stat,person_numchild,person_occupation_1,person_occupation_2,person_occupation_3,person_family_clan_link,person_family_clan_name,person_family_clan_nam_rel,person_lang_native_nid,person_lang_native_title,person_lang_native_rel,person_lang_native_other,person_lang_spoken_nid,person_lang_spoken_title,person_lang_spoken_other,person_lang_english,person_lang_french,person_lang_arabic,person_lang_spanish,person_lang_chinese,person_lang_german,person_lang_russian,person_lang_portuguese,person_lang_other,person_lang_all_count,person_unv_name_1,person_unv_name_2,person_unv_name_3,person_ug_major_all,person_ug_major_1,person_ug_major_2,person_ug_major_3,person_education,person_college_country,person_abroad,person_eduwest,person_course_of_study,person_notes,person_aff_party_nid,person_aff_party,person_party_aff_nonpartisan,person_party_aff_power,person_party_aff_position,prsn_prty_aff_position_local,prsn_prty_aff_coalition_differ,person_party_aff_pol_exp,person_office_type_1,person_office_position_1,person_office_minposarea_1,person_office_minposarea_lo,person_office_service_began_1,prsn_office_srvc_bgn_cabi_1,person_office_terms_1,person_office_pm_participate_1,person_office_howmanydays_1,prsn_office_hwmnydys_miss_1,prsn_office_cnsttncy_nid_1,prsn_office_cnsttncy_title_1,person_office_type_2,person_office_position_2,person_office_minposarea_2,person_office_service_began_2,prsn_office_srvc_bgn_cabi_2,person_office_terms_2,person_office_pm_participate_2,person_office_howmanydays_2,prsn_office_hwmnydys_miss_2,prsn_office_cnsttncy_nid__2,prsn_office_cnsttncy_title_2,person_office_type_3,person_office_position_3,person_office_minposarea_3,person_office_service_began_3,prsn_office_srvc_bgn_cabi_3,person_office_terms_3,person_office_pm_participate_3,person_office_howmanydays_3,prsn_office_hwmnydys_miss_3,prsn_office_cnsttncy_nid_3,prsn_office_cnsttncy_title_3,terms,startReign
7105,Serzh Sargsyan,"1,2",,7099,Armenia,Serzh,Sargsyan,,,1954-01-01,Male,0.0,"Stepanakert, Azerbaijan SSR, USSR (currently self-proclaimed Nagorno Karabakh Republic)",Azerbaijan,Married,2.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,,,,Assumed,,,,,,,,,,,,,,0,,,,humanities,humanities,,,University / college,,0.0,0.0,Philology,"Serzh Sargsyan has hold high political positions since the formation of 3 Republic of Armenia, He has been The Minister of Defense, Internal Affairs and National Security, The Head of Administration of President and Prime-Minister. He has been elected the President of RA and rules the most powerful Republican Party of Armenia for over than 10 years. So he is the single apex of Armenian political elite.   




From 1989 to 1993, Serzh Sargsyan led the Nagorno-Karabakh Republic Self-Defense Forces Committee.
In 1990, Serzh Sargsyan was elected as a deputy to the Supreme Council of Armenia.
From 1993 to 1995, he was the Minister of Defense of the Republic of Armenia.
From 1995 to 1996, he was the Head of the Republic of Armenia State Security Department and, later, the Minister of National Security.
From 1996 to 1999, he was the Republic of Armenia Minister of Interior and National Security.
In 1999, he was the Republic of Armenia Minister of National Security.
From 1999 to 2000, he was the Chief of Staff of the Republic of Armenia President.
From 1999 to 2007, he was the Secretary of the Republic of Armenia National Security Council led by the President.
From 2000 to 2007, he was the Republic of Armenia Minister of Defense.
On April 4, 2007, Serzh Sargsyan was appointed as the Prime Minister of the Republic of Armenia.
On June 7, 2007, he was re-appointed as the Prime Minister, taking charge of the Government formed after the National Assembly elections.


Serzh Sargsyan was elected President of the Republic of Armenia in the Presidential elections of February 19, 2008,
The inauguration of the President-elect took place on April 9, 2008.

Serzh Sargsyan is a member of the Republican Party of Armenia since 2006. From July 2006 to November 2007, he was the Chairman of the Party Council. In November 2007, Serzh Sargsyan was elected as the RPA Chairman.

Serzh Sargsyan is the Chairman of the Yerevan State University Board of Trustees and the Chairman of the Chess Federation of Armenia.

Serzh Sargsyan has been conferred the Hero of Artsakh title, the Republic of Armenia ""Battle Cross"" highest award, ""Tigran Mets"" and ""Golden Eagle"" medals, and other state awards.

Serzh Sargsyan was married in 1983. His wife â€” Rita Sargsyan, was born in Stepanakert, in a military family. She is a music teacher by profession.

Serzh Sargsyan has two daughters â€” Anush and Satenik, one granddaughter â€” Mariam and two grandsons - Ara and Serzh.",7100,Republican Party of Armenia,No,Apex,Leader,,No,Previous Minister,Executive,President of the Republic of Armenia,defence,pashtpanutyan nakharar/պաշտպանության նախարար|HH Varcahpet,2013-01-01,,1,,,,0,,"Cabinet, Minister",,PM or equivalent,2000-01-01,2001.0,1,,,,0,,"Cabinet, Minister",,,,2006.0,0,,,,0,,1,2013-01-01
144422,Vera Tembo,1,,629,Zambia,Vera,Tembo,,,1953-01-01,Female,,,,Divorced,,"Employed: professional (accountant, architect, lawyer, medical doctor etc.)","Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,745,Chichewa; Chewa; Nyanja,,,746,English,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,,,,other,other,,,"Higher education, non university",,,,Diploma in public speaking,,639,Movement for Multi-party Democracy,No,No,,,,,Executive,Former First Lady,,,1991-01-01,,1,,,,0,,Executive staff,"Deputy Minister of Tourism ,Environment and Natural resources",,,,0,,,,0,,,,,,,0,,,,0,,1,1991-01-01
83315,Armen Gevorgyan,"1,2",,7099,Armenia,Armen,Gevorgyan,,,1973-01-01,Male,0.0,Yerevan City,Armenia,Married,3.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,Assumed,7129,Armenian,Assumed,,74341,Russian,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,,,,humanities,humanities,,,University / college,,0.0,0.0,Master of Pedagogical Sciences,"The official site of the office President of RA - www.president.am

Armen Gevorgyan was born on July 8, 1973 in Yerevan.

In 1993 graduated from Saint Petersburg State Service Institute with honors.

In 1993-96 did postgraduate studies at Herzen State Pedagogical University of Russia, St.Petersburg.

Concurrently completed Master’s studies as a specialist in Programming of Educational and Retraining Systems at the University of Twente (Netherlands).

In 1997-1998 served as Assistant to the Prime Minister of Armenia.

In April 1998 appointed Assistant to the President of Armenia, then the First Assistant to the President of Armenia, Deputy Chief of Presidential Staff.

In 2006 appointed Chief of Staff of the President of Armenia.

In June 2007-April 2008 served as Secretary of the National Security Council.

April, 2008 to October, 2014 - served as Minister of Territorial Administration, held the post of Deputy Prime Minister of the Republic of Armenia

Also served as a member of the CIS Economic Council, Special Representative of the President on the issues of cooperation with the CIS countries.

In 2015 headed the charitable foundation Initiative for Development of Armenia.

In August-November 2015 participated in the General Management Program of the Business School at Harvard University (Boston, USA).

June through October, 2016 – served as RA National Security Council Secretary

October 3, 2016 – Appointed to the post of Chief of RA Presidency Staff

Awarded the First and Second Degree medals for the Services rendered to the Fatherland, as well as received awards from a number of agencies and international organizations.

Armen Gevorgyan holds a Master’s degree in Pedagogical Sciences.

Married, with two sons and a daughter.",0,,Yes,Top ten,,,,Political advisor,Executive,Head of Staff of President,Vice or deputy PM,ՀՀ փոխվարչապետի և ՀՀ տարածքային կառավարման նախարար|ՀՀ փոխվարչապետ և տարածքային կառավարման նախարար,2016-01-01,2016.0,1,,,,0,,Executive,Secretary of Security Council of RA,,2016-01-01,2014.0,1,,,,0,,"Cabinet, Minister",,,2016-01-01,2008.0,0,,,,0,,1,2016-01-01
7684,Elbegdorj Tsakhia,"1,2",,6354,Mongolia,Elbegdorj,Tsakhia,,,1963-01-01,Male,0.0,Zereg sum Khovd aimag Mongolia,,Married,5.0,"Employed: middle management (department head, technician etc.)",,,,,,14033,Mongolian|mongolian,Assumed,mongolian,14066,Russian,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,,,,economics / business / management,economics / business / management,,,Post-graduate (anything except Ph.D. degree),,1.0,1.0,master of public administration,,13154,Democratic Party,No,Apex,"member, ex-president","гишүүн, намын дарга асан",Yes,Party organization/administration,Executive,president,PM or equivalent,ерөнхий сайд|ерөнхий сайд,2009-01-01,,1,,,,0,,"Cabinet, Minister",,,1998-01-01,,2,,,,0,,"Cabinet, Minister",,,2004-01-01,,2,,,,0,,1,2009-01-01
6059,Jiabao Wen,1,,5693,"China, People's Republic of",Jiabao,Wen,,,1942-09-15,Male,0.0,Tianjin,,Married,2.0,"Employed: middle management (department head, technician etc.)",Employed: top management / director / CEO,Employed: blue-collar worker,,,,6028,Chinese,Assumed,,6028,Chinese,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,,,,engineering,engineering,,,Post-graduate (anything except Ph.D. degree),,0.0,0.0,geological structure,,6010,Communist Party of China,No,Top ten,"Member of the Standing Committee of the Political Bureau of the CPC Central Committee,",中共中央政治局常委,No,Party organization/administration,Executive,Prime Minister,,,2003-01-01,,1,,,,0,,Other unelective bodies,Member of the Standing Committee of the Political Bureau of the CPC Central Committee,,,,0,,,,0,,Member of Parliament,,,2008-01-01,,2,,,,0,,1,2003-01-01
10540,Boris Tadic,1,,7095,Serbia,Boris,Tadic,,,1958-01-01,Male,0.0,Sarajevo,,Married,2.0,"Self-employed: professional (accountant, architect, lawyer, medical doctor etc.)",Education: university professor,"Media (journalist, pundit, columnist etc)",,Tadic,,78709,Serbian| ,, ,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,,,,other,other,,,Post-graduate (anything except Ph.D. degree),,0.0,1.0,Social psychology in the department of clinical psychology.,"President Tadic was elected to a five-year term on 27 June 2004, and was sworn into office on 11 July 2004. 

Prior to his Presidency, President Tadic served, from March 2003 to April 2004, as the Minister of Defence of Serbia and Montenegro.

As Minister of Defence, President Tadic earned an international reputation as a great and effective reformer. He demonstrated extraordinary leadership and courage in dramatically overhauling the Ministry, instituting democratic reforms and transforming the military, thus laying the groundwork to provide Serbia with the necessary tools to meet future challenges at home and abroad. In particular, President Tadic was instrumental in establishing a modern, rapid reaction force under strict civilian control and reorganizing the Ministry and General Staff to be NATO compliant.

Since becoming President of the Republic of Serbia in 2004, President Tadic has consolidated Serbiaâ€™s democracy and become the international spokesman of the â€œnew Serbia.â€ Serving as his countryâ€™s â€œambassador of businessâ€, President Tadic has led numerous trade delegations abroad; has actively promoted the â€œde-Balkanization of the Balkansâ€ by taking the initiative in reconciliation efforts as well as by encouraging an increase in regional trade; and has vigorously re-forged a strategic partnership - based on common principles and interests - between Serbia and countries such as the United States, the member-states of the European Union, Russia and China. In particular, President Tadic has been a strong advocate of Serbiaâ€™s full and rapid integration into European and Euro-Atlantic structures. Lastly, he has been a forceful advocate of a strategic solution to the challenge of Kosovo and Metohija - a solution that takes seriously the interests of all the legitimate stakeholders in the Serbian provinceâ€™s future.

President Tadic had previously held numerous political and governmental posts, including that of Minister of Telecommunications in the months following the 5 October democratic revolution that overthrew the regime of Slobodan Milosevic. In addition, after serving two terms as the Deputy Leader of the Democratic Party, President Tadic was elected the Leader of the Democratic Party on 22 February 2004, succeeding the assassinated Prime Minister of Serbia, Dr. Zoran Djindjic.

The son of a member of the Serbian Academy of Sciences and Arts and a professor of child psychiatry, President Tadic was born in Sarajevo on 15 January 1958. He attended elementary and secondary school in Belgrade, and graduated from the Faculty of Philosophy at the University of Belgrade with a degree in social psychology. A long-time fighter for liberty, democracy, and human rights, President Tadic joined Serbiaâ€™s nascent anti-communist dissident movement in the 1980s and was arrested and imprisoned several times by the then-communist authorities.

President Tadic also worked as a teacher of psychology and as a military clinical psychologist. Until 2003, he was a lecturer of political advertising at the Faculty of Drama at the University of Belgrade. In addition, in 1997, he founded and directed, until 2002, the Centre for the Development of Democracy and Political Skills.

The position of the President of the Republic of Serbia was selected again on February 3rd, 2008 and the formal oath of office before members of the Parliament is scheduled for February 15th, 2008.

In August 2007 President of the Republic of Serbia was awarded ""European Prize for Political Culture"" by the Swiss Foundation Hans Ringier.

President TadiÄ‡ received in 2008 the prestigious annual German award Quadriga, handed to prominent figures for their vision, courage and political determination.

In 2009 President of the Republic of Serbia was conferred an honorary doctorate at the Dimitrie Cantemir Christian University in Bucharest

President Tadic is married and has two daughters",7097,Democratic Party (DS),No,Apex,President,Predsednik,No,Party organization/administration,Executive,President of Serbia,,,,,1,,,,0,,Party leader,President of the Democratic Party,,2004-01-01,,0,,,,0,,,,,,,0,,,,0,,1,
266029,Abdulwahid Yusuf blue Ibrahim,,Lower House,129561,Sudan,Abdulwahid Yusuf blue,Ibrahim,,,,Male,0.0,,Sudan,,,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,Uncertain,130820,Arabic,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,0.0,,,,0,,,,,,,,Executive,Governor of North Darfur,interior,وزير الداخلية,2015-01-01,,1,,,,0,,,,,,,1,,,,0,,,,,,,0,,,,0,,1,2015-01-01
112453,Alassane Ouattara,,,107579,Cote d'Ivoire (Ivory Coast),Alassane,Ouattara,,,1942-01-01,Male,0.0,Dimbokro,,Married,2.0,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,"Descendant of Sékou Ouattara, Founder the Kong Empire, 17th century",Assumed,,Dioula,,Dioula,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,mathematics / computer science,mathematics / computer science,,,Ph.D.,,1.0,1.0,Economics,,107710,The Republican Rally of Cote d'Ivoire,No,Apex,President,President,,Previous Minister,Executive,President,defence,President of the Republic of Cote d'Ivoire,2011-01-01,,1,,,,0,,Executive,President of the Republic of Cote d'Ivoire,,2011-01-01,,1,,,,0,,"Cabinet, Minister",,,2011-01-01,,1,,,,0,,1,2011-01-01
141303,Pierre Nzkurunziza,"1,2",,102908,Burundi,Pierre,Nzkurunziza,,,1964-01-01,Male,0.0,Bujumbura,,Married,5.0,Education: university professor,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,141298,Rundi|Rundi,,Rundi,"141297,141299",French|Swahili,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,,,,humanities|other,humanities,other,,University / college,,0.0,0.0,,,141300,National Council for the Defense of Democracy–Forces for the Defense of Democracy (CNDD-FDD),No,Apex,,,,Party organization/administration,Executive,President ( Head of State),,,2010-01-01,,1,,,,0,,,President ( Head of State),,,,0,,,,0,,,,,,,0,,,,0,,1,2010-01-01
16180,Jusuf Kalla,"1,2",,8231,Indonesia,Jusuf,Kalla,,,1942-01-01,Male,0.0,"Watampone, South Sulawesi",Indonesia,Married,5.0,Employed: top management / director / CEO,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",International organization top management,,Kalla,,20052,Buginese,,,20818,Indonesian,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,economics / business / management,economics / business / management,,,Post-graduate (anything except Ph.D. degree),,1.0,1.0,,,8239,Party of Functional Groups,No,Top ten,Former Chair of Golkar,Mantan Ketua Umum Partai Golkar,,Party organization/administration,Executive,Vice President,industry,Menteri Perdagangan dan Perindustrian|Menteri Koordinator bidang Kesejahteraan Rakyat,2014-01-01,,1,,,,0,,,,commerce,,1999.0,0,,,,0,,,,social affairs,,2001.0,0,,,,0,,1,2014-01-01
14630,Porfirio Lobo,1,,6805,Honduras,Porfirio,Lobo,,,1947-01-01,Male,,"Trujillo, Honduras",,Married,,Self-employed: small businessman,,,,,,11677,Spanish; Castilian,Assumed,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,,,,economics / business / management,economics / business / management,,,University / college,,1.0,1.0,,"Source: 
http://www.cidob.org/es/documentacio/biografias_lideres_politicos/america_central_y_caribe/honduras/porfirio_lobo_sosa",11673,National Party,No,Apex,Party leader,Lider del Partido,No,Party organization/administration,Executive,President,,,2010-01-01,,1,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,1,2010-01-01
703,Yukio Hatoyama,1,,636,Japan,Yukio,Hatoyama,,,1947-01-01,Male,0.0,"Bunkyo-ku, Tokyo",,Married,1.0,Education: university professor,,,,"Hatoyama Family, Ishibashi Family",,675,Japanese,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,engineering,engineering,,,Ph.D.,,1.0,1.0,Operations Research,,679,Democratic Party of Japan,No,Apex,President,Daihyo,,,Executive,Prime Minister,,,2009-01-01,,1,,,,0,,Party leader,President,,2009-01-01,,0,,,,0,,,,,,,0,,,,0,,1,2009-01-01
105286,Thomas Boni Yayi,1,,95887,Benin,Thomas,Boni Yayi,,,1951-01-01,Male,0.0,Tchaourou,Benin,Married,5.0,International organization top management,,,,De Souza,Assumed,105277,Bariba|Bariba,,Bariba,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,,,,economics / business / management,economics / business / management,,,Ph.D.,,1.0,1.0,Economics,,105278,Cauri Forces for an Emerging Benin,No,Apex,,,,Political advisor,Executive,President of the Republic,,,2011-01-01,,1,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,1,2011-01-01
271873,Nicephore Dieudonne Soglo,,,95887,Benin,Nicephore Dieudonne,Soglo,,,1934-01-01,Male,1.0,Lome,Togo,Married,2.0,International organization top management,,,,,,105250,Fon|Fon,Assumed,Fon,105275,Other,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,,,other,other,,,University / college,,0.0,,,,0,,,,,,,,,President of the Republic of Benin,PM or equivalent,,1991-01-01,,1,,,,0,,Executive,President of the Republic of Benin,,1991-01-01,,1,,,,0,,"Cabinet, Minister",,,,1990.0,1,,,,0,,1,1991-01-01
133026,Peter O&#039;Neill,"1,2",,131117,Papua New Guinea,Peter,O'Neill,,,1965-01-01,Male,0.0,Ialibu-Pangia,Papua New Guinea,Married,5.0,Employed: top management / director / CEO,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,,279463,Tok Pisin,Assumed,,279462,English,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,economics / business / management,economics / business / management,,,University / college,,,,,"CV not available. 

Sources: 
http://www.parliament.gov.pg/index.php/ninth-parliament/bio/view/ialibu-pangia-district
http://www.pm.gov.pg/about/about-2/
http://www.bbc.com/news/world-asia-15592921",131119,People's National Congress Party,No,Top ten,,,No,,Executive,Prime Minister,,,,,1,,,,0,,Member of Parliament,,,,,3,,,,0,,Assembly leader,,,,,0,,,,0,,1,
95956,Emmerson Dambudzo Mnangagwa,"1,2",,76327,Zimbabwe,Emmerson Dambudzo,Mnangagwa,,,1942-01-01,Male,0.0,Zvishavane,Zimbabwe,Married,,"Employed: professional (accountant, architect, lawyer, medical doctor etc.)","Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",,,,Assumed,296764,Shona,Assumed,,296768,English,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,,,,law,law,,,Post-graduate (anything except Ph.D. degree),,1.0,0.0,Bachelor of Law,,82713,Zimbabwe African National Union-Patriotic Front,No,Top ten,Secretary for Legal Affairs,Minister of Defence,,Previous Minister,Executive,President,Defence,"Shona, English",2017-01-01,,0,,,,0,,Party leader,President & First Secretary,,2017-01-01,,0,,,,0,,,,,,,0,,,,0,,0,2017-01-01
122626,Pierre Damien Habumuremyi,1,,69327,Rwanda,Pierre Damien,Habumuremyi,,,1961-01-01,Male,0.0,,,Married,,"Full-time politician (paid by party organisation, parliament, government; think tanks; living of politics)",International organization top management,,,,,121682,Kinyarwanda,Assumed,,"121683,121685",English|French,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,,,,economics / business / management,economics / business / management,,,University / college,,0.0,0.0,,,121687,Rwandan Patriotic Front (RPF-Inkotanyi),No,No,member,,,Previous Minister,Executive,Prime Minister,,,2011-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,2011-01-01
137635,George Maxwell Richards,1,,72652,Trinidad and Tobago,George Maxwell,Richards,,,1931-01-01,Male,0.0,San Fernando,,Married,2.0,Education: university professor,,,,,,"72669,72672",English|Spanish; Castilian,Assumed,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,,,,biology / chemistry / physics,biology / chemistry / physics,,,Ph.D.,,1.0,1.0,Chemical Engineering,,72675,People's Partnership Coalition,No,No,,,,,Executive,President,,,,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,
114409,Horacio Manuel Cartes Jara,"1,2",,76280,Paraguay,Horacio Manuel,Cartes Jara,,,1956-01-01,Male,0.0,Asunción,Paraguay,Divorced,3.0,"Self-employed: professional (accountant, architect, lawyer, medical doctor etc.)","Employed: middle management (department head, technician etc.)",Employed: top management / director / CEO,,,,76316,Spanish; Castilian,,,76314,Guarani,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,,,,engineering,engineering,,,"Higher education, non university",,1.0,1.0,Mechanics,"HORACIO MANUEL CARTES JARA - PRECANDIDATO A PRESIDENTE 2013

LÃDER DEL MOVIMIENTO HONOR COLORADO : NaciÃ³ en AsunciÃ³n el 5 de julio de 1956. EstudiÃ³ en los colegios Goethe, Internacional y Cristo Rey. Luego viajÃ³ a Estados Unidos para proseguir su estudios, siguiendo la orientaciÃ³n de su padre, don RamÃ³n Telmo Cartes Lind, representante de Cessna para el Paraguay. Hizo carrera tÃ©cnica en Tulsa Oklahoma de Powerplant - Spartan School of Aero (motores de aviaciÃ³n) con una pasantÃ­a en la Cessna - Wichita, Kansas.
 Ya en el aÃ±o 1975, joven a los 19 aÃ±os, comenzÃ³ sus actividades de emprendimiento comercial. En 1989 se iniciÃ³ en el sector cambiario local, actividad que dio origen a Cambios Amambay, que en 1992 se convirtiÃ³ en Banco Amambay, hoy, una de las mÃ¡s sÃ³lidas del mercado financiero nacional.

INVERSIONES CON RSE : Luego en 1994/5 entra como socio en Tabacalera del Este S.A. (Palermo) y en 1996 se establece Tabacos del Paraguay S.A. como distribuidora de sus productos; En el aÃ±o 1999, Tabacalera del Este S.A. inicia el proyecto de cultivo de tabaco virginia y desarrollo de productores en Chore (departamento de San Pedro),donde posteriormente en el aÃ±o 2002, debido a la envergadura del proyecto forma la CompaÃ±Ã­a Agrotabacalera del Paraguay S.A. para dar seguimiento al mismo y donde actualmente da trabajo a mas de 1200 familias que realizan el cultivo del tabaco, de quienes compra para su posterior industrializaciÃ³n y comercializaciÃ³n.

Luego establece otras empresas que son lÃ­deres del mercado, entre las que se destaca Bebidas del Paraguay S.A. fabricante de los productos Pulp, Puro Sol y Watts. En MoisÃ©s Bertoni (departamento de CaazapÃ¡), formo la empresa Agrocitrus del Paraguay S.A., encargada del desarrollo del proyecto de cultivo de cÃ­tricos, donde emplea mano de obra de la zona, ayudando tambiÃ©n al desarrollo de la misma.
 Sus empresas lideran el mercado local siempre con un profundo sentido de  Responsabilidad Social Empresarial (RSE).
 
APOSTÃ“ TAMBIÃ‰N AL SECTOR GANADERO : Sus actividades empresariales no solo se centraron en los sectores comerciales y financieros, sino tambiÃ©n realizÃ³ inversiones en el sector ganadero, formando las empresas Ganadera Sofia S.A., Ganadera Chajha S.A. y Ganadera Las Pampas S.A., con amplio desarrollo y gestiÃ³n en cuanto a genÃ©tica, crÃ­a y engorde en sus establecimientos.

 Actualmente, las empresas del Grupo Cartes emplean mÃ¡s de 2.000 personas y estÃ¡n presentes en diversos sectores econÃ³micos, como la ganaderÃ­a, tabacos, bebidas, transporte, comercio y banca, entre otros. Su filosofÃ­a empresarial es la gestiÃ³n, mediante equipos profesionales de alta calidad, si escatimar en inversiÃ³n, innovaciÃ³n y capacitaciÃ³n constante de sus empleados.

 La organizaciÃ³n Great Place to WorkÂ® Institute Paraguay, distinguiÃ³ en el aÃ±o 2010, a una de sus firmas, Bebidas del Paraguay S.A. (Pulp), como una de las cinco mejores empresas para trabajar del paÃ­s.

SU PASIÃ“N, EL FÃšTBOL : Desde el aÃ±o 2001, al frente del Club Libertad, empieza una etapa de innovaciÃ³n y crecimiento, que posiciona al club entre los mÃ¡s grandes del paÃ­s y de AmÃ©rica, por su trayectoria internacional. Sus objetivos apuntan a la obtenciÃ³n de tÃ­tulos nacionales y el potenciamiento de las divisiones inferiores, asÃ­ como la lucha por un trofeo continental y la edificaciÃ³n de uno de los estadios mÃ¡s modernos de AmÃ©rica.
Todo eso con la mira puesta en poner Ã©nfasis en el respeto al ser humano y la realizaciÃ³n del trabajo con la mÃ¡xima calidad posible.

En los Ãºltimos 10 aÃ±os no sÃ³lo se invirtiÃ³ en el plantel e infraestructura, sino principalmente en la formaciÃ³n integral de los â€œchicosâ€ del Club que juegan en las divisiones inferiores y cuentan con una Residencia. Se trata de la primera y Ãºnica del paÃ­s, que cuenta con 10 dormitorios, sala de estudios, estar, duchas internas y externas, quincho, parrilla y sala de computaciÃ³n.

En el 2006 se inaugurÃ³ un amplio y moderno Centro de Entrenamiento del Club Libertad, ubicado frente al local de la ConfederaciÃ³n Sudamericana de FÃºtbol. Para Libertad, los futbolistas de las divisiones inferiores representan un objetivo de primerÃ­sima importancia, que se estÃ¡ encarando como pocas veces se ha visto en el paÃ­s, con un cuerpo tÃ©cnico especializado en las categorÃ­as respectivas, que trabaja con planificaciÃ³n a largo plazo, cuidando todos los detalles para una formaciÃ³n integral del atleta.

Logros deportivos de la â€œera Cartesâ€ en el club Libertad, se pueden citar: 7 campeonatos absolutos de la AsociaciÃ³n Paraguaya de FÃºtbol (APF), entre ellos, un histÃ³rico tetracampeonato en la historia del club gumarelo (2006, 2007, 2008 apertura y clausura); a nivel continental, se ganÃ³ el respeto de sus pares debido a las buenas actuaciones en Copa Libertadores, llegando en el 2006 a la instancia semifinal y en el 2007 a cuartos de final; obtuvo uno de los mÃ¡ximos reconocimientos, con la ubicaciÃ³n nÃºmero 15 de Libertad entre todos los clubes del mundo, en los aÃ±os 2006 y el 2007.

TambiÃ©n desempeÃ±a funciones directivas en la AsociaciÃ³n Paraguaya de FÃºtbol (APF), siendo su principal actividad  la DirecciÃ³n de Selecciones, funciÃ³n que le permite trabajar de cerca con la SelecciÃ³n Absoluta de FÃºtbol, equipo que llegÃ³ a un sitial nunca antes logrado en la Ãºltima Copa del Mundo de SudÃ¡frica 2010: cuartos de final.

SU INCURSIÃ“N EN POLÃTICA : En 2009 se hizo militante del Partido Colorado, inquieto por el curso polÃ­tico del paÃ­s bajo el gobierno izquierdista-liberal filo-chavista. FundÃ³ el movimiento Honor Colorado en noviembre de 2010, que hoy participa activamente en la vida partidaria de la AsociaciÃ³n Nacional Republicana (ANR) o Partido Colorado.

Fuente digital : http://www.honorcolorado.com.py (Registro: Agosto 2011)",76534,National Republican Association (Colorado Party),No,Top ten,Presidential Candidate,National Leader,No,Political movement,Executive,President,,,2013-01-01,,0,,,,0,,,,,,,0,,,,0,,,,,,,0,,,,0,,0,2013-01-01
